address,bedrooms,full_bathrooms,half_bathrooms,type,surface,lot_surface,price
6750 Del Rey Av Unit: 226 Las Vegas NV 89146,2,2,0,Condo/Townhome/Row Home/Co-Op,954,,70000
2134 Tiberio Way Unit Lot 62 Las Vegas NV 89156,4,2,1,Single Family Home,1675,2178,164150
6538 Elm Spring Ct Las Vegas NV 89148,4,2,1,Single Family Home,2327,3484,200000
3324 Indian Shadow St Unit 103 Las Vegas NV 89129,2,2,0,Condo/Townhome/Row Home/Co-Op,1242,,100000
848 Loma Bonita Pl Las Vegas NV 89138,4,3,1,Single Family Home,3387,8712,599900
2752 Liberation Dr Henderson NV 89044,6,5,1,Single Family Home,4042,10019,749900
5700 Burdel St Las Vegas NV 89149,3,2,0,Single Family Home,2381,8276,269990
1924 Sedona Paseo Ln Las Vegas NV 89128,3,2,0,Single Family Home,1896,6098,250000
10743 Balmoral St Las Vegas NV 89141,3,2,1,Single Family Home,2079,4356,265000
10508 Hope Mills Dr Las Vegas NV 89135,5,4,0,Single Family Home,3723,7405,549990
1701 Valley Dr Las Vegas NV 89108,5,3,0,Single Family Home,3407,17860,279000
274 Broadcast Ave Las Vegas NV 89183,5,4,0,Single Family Home,4058,13504,480000
730 S Royal Crest Cir Unit 421 Las Vegas NV 89169,3,2,0,Condo/Townhome/Row Home/Co-Op,1549,,129900
309 Harvard St Las Vegas NV 89107,2,2,0,Single Family Home,1481,5227,98000
3318 N Decatur Blvd Unit 2033 North Las Vegas NV 89130,3,2,0,Condo/Townhome/Row Home/Co-Op,1140,,75000
7600 W Wigwam Ave Las Vegas NV 89113,5,3,0,Single Family Home,2704,88427,450000
2518 Denholme St Henderson NV 89044,3,2,1,Single Family Home,2090,4791,278000
7230 Mountain Moss Dr Las Vegas NV 89147,4,2,0,Single Family Home,1509,6011,139900
9677 Lions Peak Ct Las Vegas NV 89139,5,3,0,Single Family Home,4340,6098,378000
8128 Cimarron Meadows Way Las Vegas NV 89147,3,3,0,Single Family Home,1243,4791,159000
10433 Orkiney Dr Las Vegas NV 89144,6,6,1,Single Family Home,6349,17424,1299000
1205 Allure Dr Las Vegas NV 89128,2,2,1,Condo/Townhome/Row Home/Co-Op,1148,1306,103000
7849 Meandering Light Ave Las Vegas NV 89131,5,3,0,Single Family Home,2220,4356,239900
2817 Legend Dr Las Vegas NV 89134,3,2,1,Single Family Home,2486,8712,379900
10327 Parkview Mountain Ave Las Vegas NV 89166,3,2,1,Single Family Home,2601,5662,318619
9313 Yucca Blossom Dr Las Vegas NV 89134,2,2,0,Single Family Home,1591,6969,219000
7186 Childers Ave Las Vegas NV 89178,5,3,1,Single Family Home,3238,6098,309900
4585 Balfour Dr Las Vegas NV 89121,4,2,0,Single Family Home,1772,8276,189900
Zephyr Las Vegas NV 89113,5,4,0,Single Family Home; Ready to build,3826,130680,409950
6529 Collingsworth St Las Vegas NV 89131,4,2,1,Single Family Home,2320,6969,230000
5663 Pineview Pl Las Vegas NV 89142,3,2,0,Single Family Home,1218,6969,138900
2615 W Gary Ave Unit 2035 Las Vegas NV 89123,2,2,0,Condo/Townhome/Row Home/Co-Op,940,,95000
6471 New Brunswick Ave Las Vegas NV 89110,3,2,0,Single Family Home,1975,7840,220000
3806 Avila St Las Vegas NV 89103,3,2,0,Single Family Home,1434,6969,172500
7220 Silver Spirit St Las Vegas NV 89131,5,3,1,Single Family Home,4449,20038,419000
4690 Denaro Dr Las Vegas NV 89135,2,2,0,Single Family Home,1719,6534,360000
505 Cactus Bloom Ln Las Vegas NV 89107,3,2,0,Single Family Home,1180,6534,129999
1300 Marina Del Rey Ct Las Vegas NV 89117,4,4,0,Single Family Home,3591,23087,512000
1403 S 6Th St Las Vegas NV 89104,3,2,1,Single Family Home,4793,14375,139900
6153 Rio Vista St Las Vegas NV 89130,3,2,0,Mfd/Mobile Home,1512,19166,179900
216 Rancho Vista Dr Las Vegas NV 89106,4,3,0,Single Family Home,2144,7405,145000
6250 W Flamingo Rd Apt 120 Las Vegas NV 89103,2,2,1,Condo/Townhome/Row Home/Co-Op,1424,,123000
3525 E Reno Ave Las Vegas NV 89120,4,2,1,Single Family Home,2181,6969,189900
4813 W Richmar Ave Las Vegas NV 89139,4,3,1,Single Family Home,2949,49223,459000
4955 Jeffreys Av Unit: 709 Las Vegas NV 89119,2,1,1,Condo/Townhome/Row Home/Co-Op,640,653,53000
3135 S Mojave Rd Apt 255 Las Vegas NV 89121,1,1,0,Condo/Townhome/Row Home/Co-Op,607,,24800
Las Vegas NV 89122,5,2,0,Single Family Home,1886,5227,171500
5728 Colwood Ln Las Vegas NV 89130,2,2,0,Condo/Townhome/Row Home/Co-Op,1416,5227,89900
3925 Legend Hills St Unit 101 Las Vegas NV 89129,2,2,0,Condo/Townhome/Row Home/Co-Op,1024,1045,125000
4308 Roanridge Ave Las Vegas NV 89120,3,2,0,Single Family Home,1437,7405,124900
11284 Felice Cohn Ct Las Vegas NV 89179,3,2,1,Single Family Home,2950,9583,434473
5726 Slice Dr Las Vegas NV 89142,4,3,0,Single Family Home,1636,4791,174900
8038 Firethorn Ln Las Vegas NV 89123,5,3,0,Single Family Home,2016,21344,154900
15560 Landy St Las Vegas NV 89124,2,2,0,Single Family Home,1462,79279,199000
11103 Casala Ct Las Vegas NV 89141,3,2,1,Single Family Home,2185,6534,175000
7752 Scoby Ct Las Vegas NV 89147,3,2,1,Single Family Home,1575,6098,169990
3801 Daisy St # 37 Las Vegas NV 89119,2,1,0,Condo/Townhome/Row Home/Co-Op,750,,49900
6628 Biltmore Garden St Las Vegas NV 89149,3,2,1,Single Family Home,1542,2613,179990
Las Vegas NV 89149,3,2,1,Single Family Home,2221,1742,109900
7917 Holly Knoll Ave Las Vegas NV 89129,3,2,0,Single Family Home,2092,7840,176000
6351 Bushkill Creek Ct Las Vegas NV 89142,5,3,0,Single Family Home,1834,4356,105900
3588 Villa Knolls East Dr Las Vegas NV 89120,3,2,0,Condo/Townhome/Row Home/Co-Op,1012,1306,45000
1952 Orchard Valley Dr Las Vegas NV 89142,4,3,0,Single Family Home,2095,6098,120000
9012 Boca Del Rio St Las Vegas NV 89131,6,3,1,Single Family Home,4234,8712,389995
8671 Bella Jewel Ave Las Vegas NV 89178,3,2,1,Single Family Home,1852,2613,206000
8600 W Charleston Bl Unit: 1020 Las Vegas NV 89117,2,2,0,Condo/Townhome/Row Home/Co-Op,998,,76000
204 N Ring Dove Dr Las Vegas NV 89144,4,4,0,Single Family Home,3270,8276,585500
2747 Paradise Rd Unit 1103 Las Vegas NV 89109,2,2,1,Condo/Townhome/Row Home/Co-Op,2195,,449000
652 Magrath St Las Vegas NV 89178,3,2,1,Single Family Home,1732,3049,184900
6349 Azurelyn Ave Las Vegas NV 89122,3,2,1,Single Family Home,1854,3484,165000
377 Dog Leg Dr Las Vegas NV 89148,3,2,1,Single Family Home,1714,3484,275000
Las Vegas NV 89110,3,2,1,Single Family Home,1692,4312,110000
7361 Calzado Dr Las Vegas NV 89178,4,3,0,Single Family Home,2407,6534,309888
Las Vegas NV 89135,4,2,1,Single Family Home,2479,6534,435000
246 Star Cluster Cr Las Vegas NV 89145,3,2,1,Condo/Townhome/Row Home/Co-Op,1534,1306,131900
746 Oakmont Ave Unit 704 Las Vegas NV 89109,1,1,0,Condo/Townhome/Row Home/Co-Op,1099,,139900
10272 Copalito Dr Las Vegas NV 89178,3,2,1,Single Family Home,2001,3920,269250
565 S Royal Crest Cir Unit 15 Las Vegas NV 89169,1,1,0,Condo/Townhome/Row Home/Co-Op,624,,39500
4123 Puebla St Las Vegas NV 89115,3,2,1,Single Family Home,1336,4356,110000
7230 Birkland Ct Las Vegas NV 89117,5,3,1,Single Family Home,3933,19166,699000
7876 Sleeping Lily Dr Las Vegas NV 89178,5,3,1,Single Family Home,3627,8712,331900
5543 Brownfield St Las Vegas NV 89148,3,2,1,Single Family Home,2722,5227,189000
1614 Waterford Falls Ave Las Vegas NV 89123,6,5,1,Single Family Home,5407,15246,610000
3545 Tempe St Las Vegas NV 89103,4,2,0,Single Family Home,1846,6098,190000
660 Peachy Canyon Cir Unit 202 Las Vegas NV 89144,2,2,0,Condo/Townhome/Row Home/Co-Op,1282,,210000
3655 Springbud Dr Las Vegas NV 89147,4,3,0,Single Family Home,1928,4356,245000
350 S Durango Dr Unit 201 Las Vegas NV 89145,2,2,0,Condo/Townhome/Row Home/Co-Op,1188,,130000
3930 Swenson St Apt 509 Las Vegas NV 89119,2,2,0,Condo/Townhome/Row Home/Co-Op,1178,,70000
6958 Lazy Sunset Ct Las Vegas NV 89156,5,3,0,Single Family Home,4449,17860,674900
3049 Jacaranda Dr Las Vegas NV 89117,5,3,0,Single Family Home,2917,4791,348888
6209 Hargrove Ave Las Vegas NV 89107,3,2,0,Single Family Home,1224,6098,98000
7457 Enviable Ct Las Vegas NV 89149,3,2,1,Single Family Home,1298,1742,154900
3208 Shoreheight St Las Vegas NV 89117,4,2,0,Single Family Home,1528,6534,155000
7728 Villa De La Paz Ave Las Vegas NV 89131,5,5,1,Single Family Home,4062,7405,320000
200 W Sahara Ave Unit 3702 Las Vegas NV 89102,2,2,0,Condo/Townhome/Row Home/Co-Op,1295,,380900
1016 Coldwater Falls Way Las Vegas NV 89123,2,2,1,Single Family Home,1942,6534,199900
6344 Enchanted Creek Pl Las Vegas NV 89122,5,3,0,Single Family Home,2171,4791,139000
3241 S Heritage Way Las Vegas NV 89121,2,2,0,Condo/Townhome/Row Home/Co-Op,1610,3049,72000
6433 Melody Rose Ave Las Vegas NV 89108,2,2,0,Condo/Townhome/Row Home/Co-Op,1026,1306,79900
5751 E Hacienda Ave Unit 222 Las Vegas NV 89122,1,1,0,Condo/Townhome/Row Home/Co-Op,750,,55000
3500 Oreana Ave Las Vegas NV 89120,4,3,0,Single Family Home,2106,7405,179900
7812 Clarkdale Dr Unit 101 Las Vegas NV 89128,2,2,0,Condo/Townhome/Row Home/Co-Op,996,3484,84900
8264 Wuthering Heights Ave Las Vegas NV 89113,3,2,1,Single Family Home,1511,2178,189900
2568 Aviv Ct Las Vegas NV 89121,6,5,0,Single Family Home,4209,9147,432900
4575 Dean Martin Dr Unit 2908 Las Vegas NV 89103,2,2,0,Condo/Townhome/Row Home/Co-Op,1463,,299900
5479 Birchbrook Ct Las Vegas NV 89120,3,2,1,Single Family Home,2428,4791,189900
8929 James Carl Ct Las Vegas NV 89149,4,3,1,Single Family Home,1670,1742,179990
1571 Balsam Mist Ave Las Vegas NV 89183,4,3,0,Single Family Home,2259,4791,244000
10474 Lyric Arbor Dr Las Vegas NV 89135,4,2,1,Single Family Home,2593,4791,369900
3125 N Buffalo Dr Unit: 1127 Las Vegas NV 89128,2,2,0,Condo/Townhome/Row Home/Co-Op,1025,,60000
6955 N Durango Dr Unit 2045 North Las Vegas NV 89149,2,2,0,Condo/Townhome/Row Home/Co-Op,1028,,85000
10400 Falls Church Ave Las Vegas NV 89144,5,3,1,Single Family Home,3229,6534,331000
3355 Turtle Vista Cir Las Vegas NV 89117,5,3,0,Single Family Home,3661,7840,320000
4452 Bingham Ave Las Vegas NV 89110,2,2,0,Condo/Townhome/Row Home/Co-Op,920,2613,54900
2937 Cape Verde Ln Las Vegas NV 89128,4,3,0,Single Family Home,2114,5662,289950
8250 N Grand Canyon Dr Unit 2010 Las Vegas NV 89166,2,2,0,Condo/Townhome/Row Home/Co-Op,1094,,86900
7955 Trail Head Dr Las Vegas NV 89113,4,2,1,Single Family Home,2094,6534,350000
10389 Great Glen Ct Las Vegas NV 89129,3,2,1,Single Family Home,2024,8276,205000
4893 S Torrey Pines Dr Unit: 202 Las Vegas NV 89103,1,1,0,Condo/Townhome/Row Home/Co-Op,569,,52000
9917 Gold Thorn St Las Vegas NV 89183,5,3,0,Single Family Home,4388,10454,549999
145 E Harmon Ave # 3720 Las Vegas NV 89109,1,1,0,Condo/Townhome/Row Home/Co-Op,874,,289888
12029 La Palmera Ave Las Vegas NV 89138,4,3,1,Single Family Home,3387,6969,579000
4582 Lime Straight Dr Las Vegas NV 89115,4,3,0,Condo/Townhome/Row Home/Co-Op,1645,3049,178888
6887 Tamarus St Unit 102 Las Vegas NV 89119,2,2,0,Condo/Townhome/Row Home/Co-Op,1172,,87000
9072 Watermelon Seed Ave Las Vegas NV 89143,2,2,0,Single Family Home,1129,2178,124900
Las Vegas NV 89142,3,2,0,Condo/Townhome/Row Home/Co-Op,1024,4791,65000
5576 W Rochelle Ave Apt 5A Las Vegas NV 89103,2,2,0,Condo/Townhome/Row Home/Co-Op,1058,,80000
1705 Golden Sky Dr Las Vegas NV 89106,3,2,0,Single Family Home,1175,7840,125000
7653 Sweet Mist Ave Las Vegas NV 89178,3,2,1,Single Family Home,2097,3920,259995
5429 Centurion Ct Unit 203 Las Vegas NV 89122,2,1,0,Condo/Townhome/Row Home/Co-Op,806,,56500
845 Trotter Cir Las Vegas NV 89107,5,4,1,Single Family Home,4608,15246,600000
6370 Golden Goose Ln Las Vegas NV 89118,4,2,1,Single Family Home,2765,10890,329800
3301 Buffalo Narrows Cir Las Vegas NV 89129,3,2,1,Single Family Home,1822,6098,202000
2851 S Valley View Blvd Bl Unit 1131-A Las Vegas NV 89102,3,3,0,Condo/Townhome/Row Home/Co-Op,1412,,94800
3500 Cactus Shadow St Unit 204 Las Vegas NV 89129,3,2,0,Condo/Townhome/Row Home/Co-Op,1223,,144000
1835 Plan Las Vegas NV 89117,3,2,1,Single Family Home; Ready to build,1835,87120,249888
8409 Viceroy Ln Las Vegas NV 89117,4,3,0,Single Family Home,2390,7840,259000
2420 Honeybee Meadow Way Las Vegas NV 89134,5,3,0,Single Family Home,2718,6098,315000
2113 Whitebirch Ln Las Vegas NV 89134,5,4,0,Single Family Home,3409,6534,414000
10274 Maltese Cross Ct Las Vegas NV 89183,4,2,1,Single Family Home,1741,5227,134990
8600 W Charleston Bl Unit: 2192 Las Vegas NV 89117,2,2,0,Condo/Townhome/Row Home/Co-Op,998,,88250
1909 Realeza Ct Las Vegas NV 89102,5,5,0,Single Family Home,4616,22216,799990
11210 Pentland Downs St Las Vegas NV 89141,5,4,1,Single Family Home,5266,9583,624900
1505 Golden Oak Dr Las Vegas NV 89117,5,5,1,Single Family Home,5346,20909,1199900
3679 Bufflehead St Las Vegas NV 89122,6,3,1,Single Family Home,3765,6098,218500
8716 Butterchurn Ave Las Vegas NV 89143,3,2,0,Single Family Home,2306,11761,240000
8213 Ranch Pines Ave Las Vegas NV 89178,4,2,1,Single Family Home,2010,3484,229000
6408 Alishia Cir Las Vegas NV 89130,3,2,0,Single Family Home,1914,20473,249900
10190 Delray Beach Ave Unit 201 Las Vegas NV 89129,3,2,0,Condo/Townhome/Row Home/Co-Op,1260,,130000
9580 W Reno Ave Unit 219 Las Vegas NV 89148,2,2,0,Condo/Townhome/Row Home/Co-Op,884,,89500
7570 W Flamingo Rd Unit 133 Las Vegas NV 89147,2,2,0,Condo/Townhome/Row Home/Co-Op,1023,1655,94950
9069 San Marin St Las Vegas NV 89123,3,3,0,Single Family Home,2541,6098,269900
6645 Prairie Dusk Dr Las Vegas NV 89122,3,2,1,Single Family Home,1484,3920,165000
2656 Calanques Ter Henderson NV 89044,4,3,1,Single Family Home,3022,6098,374999
9330 W Maule Av Unit: 204 Las Vegas NV 89148,2,2,0,Condo/Townhome/Row Home/Co-Op,1231,,100000
7107 Rusty Nail Way Las Vegas NV 89119,3,2,0,Single Family Home,1358,8276,110000
5555 Cortu Ave Las Vegas NV 89141,4,3,0,Single Family Home,2616,4791,260000
3531 Stampede Ct North Las Vegas NV 89032,4,2,0,Single Family Home,2275,6969,202000
11618 Sweet Nokia St Las Vegas NV 89183,5,3,0,Single Family Home,2774,4356,320000
6329 Peggotty Ave Las Vegas NV 89130,5,3,0,Single Family Home,3205,7405,251552
4109 E Philadelphia Ave Las Vegas NV 89104,3,2,0,Single Family Home,1358,7405,60000
1106 Silver Stone Way Las Vegas NV 89123,5,3,0,Single Family Home,2390,5662,299900
8242 Golden Flowers St Las Vegas NV 89139,2,2,1,Single Family Home,1310,1742,139900
Plan 4A Las Vegas NV 89166,5,3,0,Single Family Home; Ready to build,3001,130680,314490
4724 Portola Vista Ave Las Vegas NV 89139,3,2,1,Single Family Home,1826,3484,199900
8163 W Rochelle Ave Las Vegas NV 89147,5,3,0,Single Family Home,2754,4356,266990
4664 Laurentia Ave Las Vegas NV 89141,4,3,1,Single Family Home,4552,8276,574900
3164 Hebard Dr Las Vegas NV 89121,4,2,0,Single Family Home,2222,7405,179995
Las Vegas NV 89123,2,2,0,Condo/Townhome/Row Home/Co-Op,940,,92000
1869 Luna Alegre St Las Vegas NV 89115,3,3,1,Single Family Home,1790,2178,129900
3722 S Las Vegas Bl Unit: 1907 Las Vegas NV 89158,1,1,0,Condo/Townhome/Row Home/Co-Op,778,,489000
7027 Russell Ranch Ave Las Vegas NV 89113,4,2,1,Single Family Home,2036,4356,236000
Las Vegas NV 89131,4,3,1,Single Family Home,2898,5227,329500
8830 Big Bluff Ave Las Vegas NV 89148,5,5,1,Single Family Home,5673,13504,875000
3864 Broadmead St Las Vegas NV 89147,4,3,1,Single Family Home,3369,14810,325000
10123 Wotans Throne Ct Las Vegas NV 89148,5,3,0,Single Family Home,3018,5227,315000
6090 Sonoma Station Ave Las Vegas NV 89139,3,2,1,Single Family Home,1455,5227,209500
6425 Glen River Cir Las Vegas NV 89131,5,4,1,Single Family Home,4482,18295,575000
10245 S Maryland Pw Unit 204 Las Vegas NV 89123,2,2,0,Condo/Townhome/Row Home/Co-Op,1053,,97000
5330 E Charleston Blvd Unit 57 Las Vegas NV 89142,2,2,1,Condo/Townhome/Row Home/Co-Op,1103,3092,79900
1805 Iron Ridge Dr Las Vegas NV 89117,5,4,1,Single Family Home,5211,12632,999900
6817 Rolling Oaks Ct Las Vegas NV 89131,4,3,1,Single Family Home,2898,5662,269000
Las Vegas NV 89139,4,2,1,Single Family Home,2039,3484,230000
6232 Back Woods Rd Las Vegas NV 89142,4,2,1,Single Family Home,2095,5227,180000
9424 Mount Cherie Ave Las Vegas NV 89129,3,2,0,Condo/Townhome/Row Home/Co-Op,1534,,158990
9852 Sunflower Hill St Las Vegas NV 89178,3,2,1,Single Family Home,2399,4356,222900
8224 Minots Ledge Ave Las Vegas NV 89147,5,3,0,Single Family Home,2993,6534,389000
11762 Pine Shadows St Las Vegas NV 89183,5,2,1,Single Family Home,2014,3484,250000
2000 Fashion Show Dr Unit: 6001 Las Vegas NV 89109,2,2,1,Condo/Townhome/Row Home/Co-Op,1735,,1900000
Las Vegas NV 89131,4,3,0,Single Family Home,2619,7840,285000
12248 Caminita Pl Las Vegas NV 89138,5,3,0,Single Family Home,3540,6969,610000
4125 Parkwood Cir Las Vegas NV 89121,4,2,0,Single Family Home,2015,8712,99900
8174 Dracopus Ave Las Vegas NV 89113,4,2,1,Single Family Home,1759,3920,224900
145 E Harmon Ave # 1708 Las Vegas NV 89109,1,2,0,Condo/Townhome/Row Home/Co-Op,847,,299900
7808 Osage Canyon St Las Vegas NV 89113,4,3,0,Single Family Home,3360,7840,420000
225 Grandfalls Bluff Ave Las Vegas NV 89031,5,2,1,Single Family Home,2793,4356,214750
8405 Cinnamon Hill Ave Las Vegas NV 89129,3,2,1,Single Family Home,1649,4356,186000
7597 Hope Valley St Las Vegas NV 89139,3,2,1,Single Family Home,2009,4791,217000
7928 Violet Dawn St Las Vegas NV 89149,3,2,1,Single Family Home,1739,2613,169888
4845 N Juliano Rd Las Vegas NV 89149,4,2,0,Single Family Home,2128,21780,315000
4341 Gannet Cir Unit 170 Las Vegas NV 89103,2,1,0,Condo/Townhome/Row Home/Co-Op,877,,55000
5229 Steinbrenner Ln Las Vegas NV 89118,2,2,0,Condo/Townhome/Row Home/Co-Op,1089,1742,95000
8908 Echo Grande Dr Las Vegas NV 89131,3,2,0,Condo/Townhome/Row Home/Co-Op,1676,4791,239000
7467 Benlomond Ave Las Vegas NV 89179,4,2,1,Single Family Home,1943,3484,260000
6329 Black Mane Way Las Vegas NV 89081,4,3,0,Single Family Home,2837,7405,145000
8027 Baldy Mountain Ave Las Vegas NV 89131,5,3,0,Single Family Home,2083,3920,223900
2708 Otter Creek Ct Apt 101 Las Vegas NV 89117,2,2,0,Condo/Townhome/Row Home/Co-Op,1136,1132,99000
5067 Quiet Falls Ct Las Vegas NV 89141,3,2,1,Single Family Home,1567,5227,209750
466 Searchlight Dr Las Vegas NV 89110,4,3,0,Single Family Home,1789,4791,89900
Las Vegas NV 89131,3,2,1,Single Family Home,2494,5009,189000
3416 Goldyke St Las Vegas NV 89115,3,2,0,Mfd/Mobile Home,1782,8276,60000
4555 E Sahara Av Unit: 225 Las Vegas NV 89104,2,2,0,Condo/Townhome/Row Home/Co-Op,1073,,75000
3213 Mariner Bay St Las Vegas NV 89117,2,2,0,Single Family Home,1257,7840,179900
5116 Thousand Palms Ln Las Vegas NV 89130,3,2,1,Single Family Home,3369,9583,399000
1701 Desert Fort St Las Vegas NV 89128,4,4,1,Single Family Home,3538,6534,425000
6121 Grandross Ct Las Vegas NV 89130,4,2,1,Single Family Home,1657,2613,185000
4310 Maneilly Dr Las Vegas NV 89110,2,1,1,Condo/Townhome/Row Home/Co-Op,952,871,65000
7505 Fontera Ct Las Vegas NV 89139,5,3,1,Single Family Home,4109,9147,489990
2053 Jade Hills Ct Las Vegas NV 89106,3,2,0,Single Family Home,1148,5662,129900
2961 Country Manor Ln Apt 19 Las Vegas NV 89115,1,1,0,Condo/Townhome/Row Home/Co-Op,725,,32000
2041 Hussium Hills St Unit 101 Las Vegas NV 89108,2,2,0,Condo/Townhome/Row Home/Co-Op,969,,80000
2000 Fashion Show Dr 6405 Unit 6405 Las Vegas NV 89109,2,2,1,Condo/Townhome/Row Home/Co-Op,1735,,1250000
2581 Rafferty Creek Ln Las Vegas NV 89156,4,2,1,Single Family Home,1637,6534,110000
6665 Coral Springs Cir Las Vegas NV 89108,3,2,1,Single Family Home,1887,4356,163500
6312 Obannon Dr Las Vegas NV 89146,5,2,0,Single Family Home,2282,8145,300000
6868 Sky Pointe Dr Unit: 1102 Las Vegas NV 89131,1,2,0,Condo/Townhome/Row Home/Co-Op,1196,1611,105000
261 Misty Isle Ln Unit D Las Vegas NV 89107,2,1,1,Condo/Townhome/Row Home/Co-Op,968,,66000
8265 Wildwood Glen Dr Las Vegas NV 89131,4,2,1,Single Family Home,1957,2613,220000
3376 Hackney Horse Ct Las Vegas NV 89122,3,2,0,Single Family Home,1420,6534,249999
3388 Matvay St Las Vegas NV 89121,2,2,1,Condo/Townhome/Row Home/Co-Op,1396,1742,84500
5561 Kings Row Ct Las Vegas NV 89148,5,3,0,Single Family Home,3952,11761,375000
5952 Fly Fisher St Las Vegas NV 89113,4,3,0,Single Family Home,2303,4791,250000
10564 Midnight Gleam Ave Las Vegas NV 89129,3,2,1,Condo/Townhome/Row Home/Co-Op,1611,1306,130000
9365 Olympia Falls Ave Las Vegas NV 89149,4,3,0,Single Family Home,2948,7405,312000
7206 Hood River Ave Las Vegas NV 89179,3,2,1,Single Family Home,1703,3049,199900
9235 White Waterfall Ave Las Vegas NV 89149,5,3,0,Single Family Home,3780,6098,388000
6151 Matisse Ave Las Vegas NV 89131,4,3,1,Single Family Home,3751,18295,439000
381 Dog Leg Dr Las Vegas NV 89148,3,2,1,Single Family Home,1714,3484,275000
2059 Arivada Ferry Ct Unit 103 Las Vegas NV 89156,3,2,1,Condo/Townhome/Row Home/Co-Op,1685,871,114000
6311 Felicitas Ave Las Vegas NV 89122,5,3,0,Single Family Home,1739,3484,125000
145 E Harmon Av Unit: 1804 Las Vegas NV 89109,1,1,0,Condo/Townhome/Row Home/Co-Op,520,,179000
725 Slayton Dr Las Vegas NV 89107,3,1,0,Single Family Home,988,6534,85000
9533 Eagle Valley Dr Las Vegas NV 89134,2,2,0,Condo/Townhome/Row Home/Co-Op,1636,3049,219900
205 E Harmon Ave Apt 404 Las Vegas NV 89169,2,2,0,Condo/Townhome/Row Home/Co-Op,1296,,225000
7265 Laredo St Las Vegas NV 89117,6,5,1,Single Family Home,3944,22216,598000
8016 Coral Point Ave Las Vegas NV 89128,3,2,1,Single Family Home,2339,5227,210000
Las Vegas NV 89115,2,2,0,Condo/Townhome/Row Home/Co-Op,864,871,34500
9675 Summer Lilac Ct Las Vegas NV 89123,5,3,0,Single Family Home,2982,6098,349900
6589 Crown Rock Ct Las Vegas NV 89139,5,3,0,Single Family Home,3297,5662,359900
1059 Sidehill Way Las Vegas NV 89110,3,2,0,Single Family Home,1930,20038,290000
