me,attachments,length,conversations,%from,%read,%starred,% contact replied,time contact reply,length contact reply,% me replied,time me reply,length me reply,in address book,important
"only",0,368,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,195,20,1.00,0.55,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,627,5,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,392,20,1.00,0.55,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,462,20,1.00,0.55,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,114,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"bcc",0,224,8,1.00,1.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,277,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,61,1,1.00,1.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,231,9,1.00,0.67,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,316,20,0.95,0.20,0.05,0.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,184,1,1.00,1.00,0.00,1.00,18446744073709600000,0,1.00,18446744073709600000,0,"TRUE","TRUE"
"only",0,88,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,154,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,383,10,0.80,0.50,0.00,0.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,190,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,174,1,1.00,1.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,110,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,1462,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,1518,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,439,20,1.00,0.20,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,304,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,714,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,114,9,1.00,0.44,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,763,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,322,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,62,20,0.80,0.15,0.00,0.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,175,5,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,418,20,0.75,1.00,0.00,0.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,451,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,213,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,375,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,177,20,1.00,0.35,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,92,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,189,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,141,20,1.00,0.25,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,181,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,181,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,219,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,74,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"to",0,145,20,1.00,0.55,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"to",0,282,20,1.00,0.55,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,1493,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,782,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,199,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,134,19,1.00,0.74,0.05,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,207,20,0.75,1.00,0.00,0.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,369,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,328,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,215,20,1.00,0.50,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,64,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,68,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,623,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,269,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,279,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,186,4,1.00,0.50,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,162,20,1.00,0.40,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,97,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,106,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,920,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,439,20,1.00,0.20,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,124,20,1.00,0.50,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,318,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,64,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,219,11,1.00,0.64,0.00,1.00,18446744073709600000,0,0.18,18446744073709600000,0,"FALSE","FALSE"
"only",0,60,20,1.00,0.10,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","TRUE"
"only",0,41,20,1.00,0.50,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,565,20,1.00,0.35,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,1223,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,1484,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,878,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,1182,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,347,20,1.00,0.20,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,158,20,0.75,1.00,0.00,0.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,251,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,1700,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,158,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,533,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,320,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"to",0,135,12,0.67,1.00,0.00,0.25,5041000,166,0.63,72262000,130,"TRUE","TRUE"
"only",0,325,20,1.00,0.90,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,244,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,253,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,157,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",1,82,5,0.60,1.00,0.00,0.00,18446744073709600000,0,0.33,18446744073709600000,0,"TRUE","TRUE"
"only",0,94,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,95,20,0.75,1.00,0.00,0.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","TRUE"
"only",0,62,20,0.75,1.00,0.00,0.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","TRUE"
"bcc",0,154,1,1.00,1.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,177,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,308,4,1.00,1.00,0.00,1.00,18446744073709600000,0,0.50,18446744073709600000,0,"TRUE","FALSE"
"only",0,92,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,118,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,263,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,180,1,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,181,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,511,20,1.00,0.50,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,1365,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,1476,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,522,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,363,20,0.75,1.00,0.00,0.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,297,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,567,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,349,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,309,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,161,20,1.00,0.50,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,141,20,1.00,0.50,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,101,20,1.00,0.10,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,74,20,0.75,1.00,0.00,0.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,43,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,43,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,208,10,1.00,0.90,0.00,1.00,18446744073709600000,0,0.10,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,264,19,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,657,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,250,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"bcc",0,250,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,377,4,1.00,1.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,658,16,1.00,0.38,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,157,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"to",0,158,20,1.00,0.55,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,1469,10,1.00,0.40,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,67,20,0.75,1.00,0.00,0.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,109,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,179,3,1.00,1.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,197,17,1.00,0.41,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,78,20,1.00,0.60,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,411,3,1.00,0.33,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,157,20,0.75,1.00,0.00,0.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,242,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,1425,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,221,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,837,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,379,20,0.75,1.00,0.00,0.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,446,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,160,20,1.00,1.00,0.00,1.00,18446744073709600000,0,0.05,18446744073709600000,0,"TRUE","FALSE"
"bcc",0,712,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,201,7,1.00,0.29,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,84,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,80,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,81,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,86,6,1.00,1.00,0.00,1.00,18446744073709600000,0,0.67,18446744073709600000,0,"TRUE","TRUE"
"only",0,60,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,57,7,1.00,0.14,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,60,7,1.00,0.14,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,57,7,1.00,0.14,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,380,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,234,1,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,57,7,1.00,0.14,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,158,1,1.00,1.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,64,20,0.75,1.00,0.00,0.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","TRUE"
"only",0,116,20,0.75,1.00,0.00,0.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,117,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,140,3,1.00,0.33,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,355,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,436,2,1.00,1.00,0.00,1.00,18446744073709600000,0,0.50,18446744073709600000,0,"FALSE","TRUE"
"only",0,87,20,1.00,0.35,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",1,109,2,1.00,1.00,0.00,1.00,18446744073709600000,0,0.50,18446744073709600000,0,"FALSE","TRUE"
"only",0,510,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,347,20,0.95,1.00,0.00,0.00,18446744073709600000,0,0.32,18446744073709600000,0,"TRUE","FALSE"
"only",0,181,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,1479,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,1480,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,828,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,438,20,1.00,0.20,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,582,20,1.00,0.55,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,197,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,362,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,805,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,1187,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,16,20,0.75,1.00,0.00,0.40,149474000,124,0.73,23285818,41,"TRUE","TRUE"
"only",0,63,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,474,20,0.95,1.00,0.00,0.00,18446744073709600000,0,0.32,18446744073709600000,0,"TRUE","FALSE"
"bcc",0,161,1,1.00,1.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,692,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,136,6,1.00,0.33,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,422,20,1.00,0.70,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,159,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,366,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,761,17,0.94,0.88,0.00,0.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,183,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,76,20,1.00,0.60,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,182,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,140,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,94,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,90,4,1.00,0.50,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,125,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,1486,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,1484,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,295,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,549,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,456,20,1.00,0.55,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,98,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,389,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,165,4,1.00,0.25,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,143,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,183,3,1.00,0.67,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,249,20,1.00,0.05,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,1,3,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,376,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,221,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,978,20,0.95,0.20,0.05,0.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,203,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,505,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,140,20,1.00,0.25,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,582,19,1.00,0.26,0.05,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"to",0,152,20,1.00,0.55,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,82,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,181,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,497,14,1.00,0.21,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,132,2,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"bcc",0,102,1,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,840,20,1.00,0.00,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"TRUE","FALSE"
"only",0,573,20,1.00,0.50,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,387,20,1.00,0.20,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
"only",0,484,20,1.00,0.55,0.00,1.00,18446744073709600000,0,0.00,18446744073709600000,0,"FALSE","FALSE"
